date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,WBA,WMT
2020-07-01,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
2020-07-02,0.03970121592283249,0.026235856115818024,0.03075239062309265,0.043605152517557144,0.03811447322368622,0.026235856115818024,0.026235856115818024,0.026235856115818024,0.026235856115818024,0.026235856115818024,0.03347095847129822,0.026235856115818024,0.026235856115818024,0.026235856115818024,0.02893776446580887,0.026235856115818024,0.026235856115818024,0.03294939547777176,0.07131645083427429,0.04061075672507286,0.06532933562994003,0.07131645083427429,0.026235856115818024,0.07131645083427429,0.026235856115818024,0.026235856115818024,0.03904136270284653,0.026235856115818024
2020-07-06,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-07,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-08,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-09,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-10,0.03939906135201454,0.026284100487828255,0.030015021562576294,0.043014656752347946,0.03753158822655678,0.026284100487828255,0.026284100487828255,0.026284100487828255,0.026284100487828255,0.026284100487828255,0.03353867307305336,0.026284100487828255,0.026284100487828255,0.026284100487828255,0.02867027558386326,0.026284100487828255,0.026284100487828255,0.033673111349344254,0.07144759595394135,0.041091009974479675,0.06615468114614487,0.07144759595394135,0.026284100487828255,0.07144759595394135,0.026284100487828255,0.026284100487828255,0.038307689130306244,0.026284100487828255
2020-07-13,0.03942999616265297,0.02626815252006054,0.030199531465768814,0.04315277561545372,0.03766502067446709,0.02626815252006054,0.02626815252006054,0.02626815252006054,0.02626815252006054,0.02626815252006054,0.033549223095178604,0.02626815252006054,0.02626815252006054,0.02626815252006054,0.028723111376166344,0.02626815252006054,0.02626815252006054,0.033495523035526276,0.07140424847602844,0.04095152020454407,0.06610405445098877,0.07140424847602844,0.02626815252006054,0.07140424847602844,0.02626815252006054,0.02626815252006054,0.03849424421787262,0.02626815252006054
2020-07-14,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-15,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-16,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-17,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-20,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
2020-07-21,0.039701662957668304,0.02623583935201168,0.030752921476960182,0.04360566660761833,0.03811504691839218,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.03347081318497658,0.02623583935201168,0.02623583935201168,0.02623583935201168,0.02893802896142006,0.02623583935201168,0.02623583935201168,0.0329488180577755,0.07131641358137131,0.040610432624816895,0.06532794237136841,0.07131641358137131,0.02623583935201168,0.07131641358137131,0.02623583935201168,0.02623583935201168,0.03904194384813309,0.02623583935201168
